area,units_per_area,txmonth,number_in_area,tariff
KIRSTENHOF(1),6821.4,Nov-24,12,Small Power 2
ONVERWACHT - GORDON'S BAY,4628.4,Nov-24,17,Home
BEL'AIRE,34748.7,Nov-24,59,Home
UITZICHT     DURBANVILLE,15334.2,Nov-24,23,Home
GROENVALLEI,6455.4,Nov-24,22,Lifeline2
SOMERSET PARK,16377.7,Nov-24,33,Home
EVERSDAL HEIGHTS,784.3,Nov-24,5,Lifeline1
NAPOLEON 20 SAXONSEA,79.3,Nov-24,1,Domestic
ELK 5 SHERWOOD,104.3,Nov-24,1,Domestic
VALHALLA PARK ,111.4,Nov-24,1,Small Power 2
GOEDEHOOP 47 SAXONSEA,652.7,Nov-24,1,Domestic
NKELEKETHA RD,1796.2,Nov-24,8,Lifeline2
57 JOHNSTON AVE,339.3,Nov-24,1,Domestic
1 5TH AVE,235.6,Nov-24,1,Domestic
DIEPRIVIER,20512.5,Nov-24,6,Small Power 1
CRAWFORD,4640.4,Nov-24,20,Lifeline1
SIMONSTOWN,5867.8,Nov-24,27,Domestic
STIKLAND,9411.4,Nov-24,20,Small Power 2
SUNSET BOULEVARD,962.7,Nov-24,4,Domestic
Scottsdene ,1079.9,Nov-24,4,Domestic
DE HOOP,487.7,Nov-24,1,Home
WELGELEE,5769.9,Nov-24,28,Domestic
SUMMER GREENS,7863.9,Nov-24,5,Small Power 1
BELGRAVIA ESTATE,1864.1,Nov-24,6,Domestic
MILLER RD,246.7,Nov-24,1,Home
PROTEA VALLEY     BELLVILLE,3631.3,Nov-24,8,Home
ELSIES RIVER INDUSTRIAL,3931.4,Nov-24,3,Small Power 1
5TH AVENUE     PAROW,1741.2,Nov-24,6,Lifeline2
LANGA ,405.4,Nov-24,4,Domestic
MAMRE,6095.2,Nov-24,6,Small Power 2
WELLWAY PARK EAST,1269.1,Nov-24,4,Domestic
THYS WITBOOI RD,274.2,Nov-24,2,Domestic
BLOEMHOF STOCK,2672.6,Nov-24,20,Lifeline1
9 COLIN WILLIAMS ST,165.7,Nov-24,1,Domestic
DE TUIN,6305,Nov-24,26,Domestic
HEINS PARK,237.2,Nov-24,1,Domestic
DIEPRIVIER,8284.3,Nov-24,30,Lifeline2
DE LA HAYE,11468.5,Nov-24,4,Small Power 1
EDGEMEAD,11924.5,Nov-24,50,Lifeline1
STIKLAND INDUSTRIA,22843,Nov-24,8,Small Power 1
OTTERY,25237.1,Nov-24,10,Small Power 1
GLENLILY,6576.4,Nov-24,29,Lifeline1
RYLANDS/DOORNHOOGTE,4129.5,Nov-24,16,Lifeline2
GOODWOOD ESTATE,6770.3,Nov-24,34,Lifeline1
TAMBOERSKLOOF,6526.5,Nov-24,21,Lifeline2
DEEPFREEZE,2395,Nov-24,15,Lifeline1
ZEEKOEVLEI,5865,Nov-24,17,Lifeline2
8 CARR ST,228.8,Nov-24,1,Domestic
CLUB HOUSE,501,Nov-24,1,Home
NEW CROSS ROADS,781.8,Nov-24,4,Domestic
SUN VALLEY,9238.7,Nov-24,32,Lifeline2
VILLA PAMA,2733.8,Nov-24,17,Domestic
VALHALLA PARK ,641,Nov-24,3,Lifeline1
EIKENBOSCH KUILS RIVER,15283.5,Nov-24,46,Home
HATTON,8129.9,Nov-24,11,Small Power 2
KENEVER,440.3,Nov-24,2,Domestic
PHASE 3,610.4,Nov-24,4,Domestic
SUNSET LINKS,34126.8,Nov-24,49,Home
GHIKA 62 SAXONSEA,391.5,Nov-24,1,Domestic
CONSTANTIA,13959.9,Nov-24,23,Small Power 2
VREDEHOEK,15245,Nov-24,6,Small Power 1
BELHAR EXT 22,1504.6,Nov-24,3,Home
PINEHURST,9850.8,Nov-24,29,Lifeline1
NERINA 21 PROTEA PARK,518.7,Nov-24,1,Domestic
BENNO PARK,5883.8,Nov-24,14,Home
ERF 12315,251.7,Nov-24,1,Domestic
SUNRAY,2622.3,Nov-24,11,Domestic
VAN RYNEVELD,11654,Nov-24,30,Home
CAPE FARMS - DISTRICT C,580.2,Nov-24,1,Small Power 2
PROTEA HOOGTE,8815.6,Nov-24,26,Lifeline2
STRAND HALT,4485.6,Nov-24,14,Home
THYS-WITBOOI RD,770.4,Nov-24,1,Domestic
BELVEDERE NOORDHOEK,1712.6,Nov-24,7,Domestic
IRESINE 3 PROTEAPARK,451.2,Nov-24,1,Domestic
GALTONIA 17 PROTEA PARK,514.6,Nov-24,1,Lifeline2
HEIDEVELD,9158.1,Nov-24,5,Small Power 1
EIKENBOSCH,2073.3,Nov-24,10,Domestic
PANORAMA,5445.4,Nov-24,33,Domestic
KENRIDGE HEIGHTS,23655.6,Nov-24,42,Home
PAROW NORTH,8853.3,Nov-24,16,Small Power 2
DEERLODGE 31 SHERWOOD,230.2,Nov-24,1,Domestic
STEENBERG GOLF ESTATE,2642.1,Nov-24,8,Lifeline2
BELLVILLE SOUTH   ,289.9,Nov-24,1,Lifeline2
WINSOR ESTATE,7942.3,Nov-24,26,Lifeline2
SEA BREEZE PARK,3849.5,Nov-24,15,Domestic
MONTE VISTA,6842.8,Nov-24,21,Lifeline2
SHERATON PARK,3278.1,Nov-24,18,Lifeline1
PROTEA PARK - GORDON'S BAY,2242.7,Nov-24,7,Home
WESTRIDGE HEIGHTS,1283.3,Nov-24,7,Domestic
EXT 21     BELHAR,2162.7,Nov-24,7,Lifeline2
EXT 20     BELHAR,2366.3,Nov-24,9,Lifeline2
ELSIES RIVER INDUSTRIA,8308.5,Nov-24,14,Small Power 2
HEATHFIELD 72 PROTEAPARK,159.1,Nov-24,1,Lifeline2
MASIPHUMELE  SITE -5,2689.9,Nov-24,11,Lifeline2
DRURY RD,456.9,Nov-24,3,Domestic
BELLVILLE,1649.2,Nov-24,12,Lifeline1
PANORAMA     PAROW,27123.2,Nov-24,45,Home
ALPINE PARK,416.3,Nov-24,1,Lifeline2
K.T.C.,481.6,Nov-24,2,Lifeline1
TABLE MOUNTAIN RESERVE,29807.1,Nov-24,32,Home
CAWDOR 11 SAXONSEA,574.8,Nov-24,1,Domestic
BELLVILLE SOUTH,7270.7,Nov-24,4,Small Power 1
OAKDALE(2),7281.7,Nov-24,19,Domestic
DENNENDAL,27258.1,Nov-24,45,Home
ATHLONE NORTH,879.4,Nov-24,14,Domestic
EVERITE INDUSTRIA,4916.9,Nov-24,25,Lifeline1
LANGEBERG RIDGE,5845.5,Nov-24,8,Small Power 2
BERGVLIET,4400.4,Nov-24,12,Lifeline2
STRAND HALT,5029.3,Nov-24,5,Small Power 1
N1 CITY,8644,Nov-24,15,Home
MELKBOSCHSTRAND,21315.7,Nov-24,10,Small Power 1
WELLWAY PARK,12118.9,Nov-24,23,Home
THABO MBEKI EAST,1321.5,Nov-24,8,Lifeline2
MILNERTON,2113.6,Nov-24,13,Lifeline1
COLY LANE 4 ROBINVALE,144.7,Nov-24,1,Lifeline2
FAME 16 SAXONSEA,412.8,Nov-24,1,Domestic
TYGERVALLEY WATERFRNT,7637.9,Nov-24,33,Home
AVONDALE - WESFLEUR,10854.2,Nov-24,3,Small Power 1
SEA POINT ,5802.5,Nov-24,22,Home
CANARA 16 SHERWOOD,113.1,Nov-24,1,Domestic
DURBANVALE     DURBANVILLE,28739.5,Nov-24,48,Home
BARCELONA,2843.6,Nov-24,9,Domestic
VAN RIEBEECKSHOF     BELLVILLE,21401.6,Nov-24,44,Home
NYANGA,28172.9,Nov-24,2,Small Power 1
BUFFELSNEK 7 SHERWOOD,299.8,Nov-24,1,Domestic
SUNRAY,2354.2,Nov-24,4,Home
STRAND INDUSTRIA,7526.6,Nov-24,21,Small Power 2
PROTEA VILLAGE,4375,Nov-24,16,Lifeline2
GUGULETU                  ,752,Nov-24,3,Lifeline1
STRAND ,1839.4,Nov-24,7,Domestic
HOSTEL TO HOMES,1336,Nov-24,9,Lifeline2
BELLVILLE SOUTH EXT.7,672.4,Nov-24,2,Lifeline2
FAIRWAYS,8196.6,Nov-24,25,Lifeline2
KALKSTEENFONTEIN,8920.9,Nov-24,16,Home
LAKESIDE,9793.5,Nov-24,16,Small Power 2
DIANE 13 SAXONSEA,216.9,Nov-24,1,Domestic
JACONA 78 ROBINVALE,252.1,Nov-24,1,Domestic
PEACOCK CLOSE,2888.7,Nov-24,7,Domestic
BINGA 4 SHERWOOD,380.7,Nov-24,1,Domestic
SILVERHURST,47093.7,Nov-24,50,Home
DELFT,1872.5,Nov-24,16,Lifeline1
VOELVLEI,1686.1,Nov-24,10,Domestic
PELICAN PARK,240.5,Nov-24,2,Domestic
FISH HOEK,11347.2,Nov-24,8,Small Power 1
ELSIES RIVER INDUSTIA,9256.8,Nov-24,14,Small Power 2
PLATTEKLOOF GLEN,4804.3,Nov-24,18,Domestic
MALGAS 43 ROBINVALE,73.7,Nov-24,1,Domestic
TURF HALL ESTATE,4120.3,Nov-24,11,Lifeline2
ARNOLDSTRAAT 9,3747.4,Nov-24,15,Lifeline2
SIMONS TOWN,7809.3,Nov-24,26,Domestic
ROUNDHAY,17617.4,Nov-24,16,Small Power 2
POLLUX WAY,178.5,Nov-24,1,Lifeline1
CHRIS NISSENPARK,889.9,Nov-24,6,Lifeline1
DUYNEFONTEIN,1667.5,Nov-24,7,Domestic
PLUMSTEAD ,7580,Nov-24,6,Small Power 2
ANNANDALE,2640.5,Nov-24,10,Domestic
BELHAR,1312.7,Nov-24,8,Small Power 2
MITCHELL'S PLAIN ,353.5,Nov-24,1,Domestic
GAZONIA 13 PROTEA PARK,207.7,Nov-24,1,Domestic
RUSTHOF,3367,Nov-24,7,Home
GORDON.S BAY,1455.1,Nov-24,5,Lifeline2
ETX 22     BELHAR,436.8,Nov-24,1,Domestic
STRANDFONTEIN,9742,Nov-24,4,Small Power 1
TAFELBERG RD,75.4,Nov-24,1,Domestic
KOMMETJIE,5393.9,Nov-24,18,Lifeline2
NEW WOODLANDS,347.6,Nov-24,4,Small Power 2
TAMBOERSKLOOF,6217.6,Nov-24,2,Small Power 1
ERIC WAY,828.2,Nov-24,3,Lifeline2
OAK GLEN,6570.5,Nov-24,2,Small Power 1
HYDRANGEA 34 PROTEA PARK,495.6,Nov-24,1,Domestic
CAREY PARK,2939.2,Nov-24,8,Lifeline2
OTTERY EAST,13600.7,Nov-24,22,Small Power 2
PHUMLANI VILLAGE,1565.4,Nov-24,4,Domestic
SOUTH PENINSULA,2045.7,Nov-24,13,Lifeline1
KIRSTENHOF(1),2722.5,Nov-24,10,Domestic
PROTEAVILLE,22445.9,Nov-24,37,Home
KHORHAMER STR 45,151.6,Nov-24,1,Domestic
103 MERRYDALE AVE,220.1,Nov-24,1,Small Power 2
PHOENIX,4119.7,Nov-24,13,Lifeline2
NEWLANDS,20229.2,Nov-24,7,Small Power 1
AUDAS ESTATE,13625.1,Nov-24,25,Small Power 2
WOODLANDS - MITCHELLS PLAIN,3134,Nov-24,10,Small Power 2
BELHAR EXT 20,561.1,Nov-24,2,Small Power 2
EXT 3     MFULENI,493.4,Nov-24,3,Lifeline1
GOEDEHOOP,14206,Nov-24,38,Home
ROBSEND STREET     DURBANVILLE,4172.2,Nov-24,9,Home
ARAUNA,12785,Nov-24,14,Small Power 2
MAGNET 91 SAXONSEA,212.4,Nov-24,1,Lifeline1
BROWNS FARM,2276,Nov-24,8,Home
GREENLANDS     BELLVILLE SOUTH,1035.1,Nov-24,4,Domestic
PAROW VALLEY,4565.9,Nov-24,13,Lifeline2
ACACIA 97 PROTEA PARK,240.7,Nov-24,1,Lifeline2
LANGA ,1538.7,Nov-24,7,Lifeline2
COURSER 31 ROBINVALE,503.1,Nov-24,1,Lifeline2
MARINA DA GAMA,4412.5,Nov-24,22,Domestic
VILLA LA MONTAGNE,5971.9,Nov-24,16,Home
WELCOME ESTATE,2509.4,Nov-24,6,Small Power 2
DATURA 60 PROTEA PARK,364,Nov-24,1,Domestic
GORDON.S BAY,1652.9,Nov-24,9,Lifeline1
WELCOME EST,3519,Nov-24,9,Home
HAARLEM 11 AVONDALE,226.4,Nov-24,1,Domestic
CHANDOS 8 AVONDALE,1715.7,Nov-24,1,Domestic
PAROW EAST     PAROW,5760.8,Nov-24,11,Home
WYNBERG EAST,3913.9,Nov-24,14,Domestic
NEW WOODLANDS,1372,Nov-24,2,Small Power 1
MONTCLAIR,3688,Nov-24,15,Home
OOSTERZEE-BELLVILLE,8643.3,Nov-24,24,Home
WOODLANDS ,749.8,Nov-24,3,Home
MZAZI RD,1055.1,Nov-24,6,Lifeline2
CAWDOR 7 SAXONSEA,196.8,Nov-24,1,Domestic
WOODLANDSRYLAAN     PINEHURST,8246.4,Nov-24,33,Domestic
BELGRAVIA -BELLVILLE,2420.1,Nov-24,10,Domestic
PORTLAND ,537.3,Nov-24,2,Domestic
HIGHBURY PARK,2978.1,Nov-24,13,Lifeline2
CAWDOR 9 SAXONSEA,175.9,Nov-24,1,Lifeline1
KUILS RIVER,2983.5,Nov-24,7,Home
VREDEHOEK,6582.3,Nov-24,21,Lifeline2
LANGEBERG ROAD     DURBANVILLE,9798.3,Nov-24,18,Home
GUSTROUW,2331,Nov-24,5,Domestic
OAKDALE,6563.8,Nov-24,3,Small Power 1
DATURA 39,465.1,Nov-24,1,Lifeline2
MAITLAND VILLAGE GARDEN,2280.7,Nov-24,14,Lifeline1
LISBOA 27 SAXONSEA,175.8,Nov-24,1,Lifeline1
KLEINPLASIE,10916.1,Nov-24,26,Home
KEHRWEIDER 42 SAXONSEA,255.1,Nov-24,1,Domestic
PARKWOOD ,263.1,Nov-24,1,Domestic
DIEP RIVER,4625.5,Nov-24,15,Lifeline2
KUILSRIVIER SOUTH SMALLHO,1126.8,Nov-24,4,Lifeline2
HAZENDAL ESTATE,1719.1,Nov-24,4,Domestic
OCEAN VIEW ,787.7,Nov-24,4,Domestic
 PAROW,168.8,Nov-24,1,Domestic
BELGRAVIA ,1794.2,Nov-24,2,Domestic
SAMORA MACHEL,728.1,Nov-24,6,Lifeline1
ST MOTAGUE VILLAGE,550.4,Nov-24,1,Domestic
GARDENS,3570.2,Nov-24,17,Lifeline1
GRYGROND,453.5,Nov-24,1,Domestic
MARINDA HEIGHTS,1431.2,Nov-24,5,Lifeline2
MITCHELLS PLAIN,23722.4,Nov-24,4,Small Power 1
LANTANA 24 PROTEA PARK,446,Nov-24,1,Lifeline2
TOWNSEND ESTATE,4940.2,Nov-24,27,Lifeline1
SEARIDGE PARK,1302.9,Nov-24,4,Lifeline2
KLEIN WASSENAAR,20720.3,Nov-24,39,Home
NIGHTINGALE 39 AVONDALE,435.5,Nov-24,1,Lifeline2
BOSONIA,3413.1,Nov-24,15,Domestic
DWESA LANE 3 SHERWOOD,264.9,Nov-24,1,Lifeline2
PARKWOOD ESTATE,1364.6,Nov-24,3,Home
ROTTERDAM  STREET 28,152.5,Nov-24,1,Lifeline2
PHILIPPI WEST,1044.3,Nov-24,3,Home
PINELANDS,8512.7,Nov-24,28,Small Power 2
OOSTERLAND 13 AVONDALE,126.7,Nov-24,1,Domestic
GHIKA 82 SAXONSEA,441.7,Nov-24,1,Lifeline2
OAK GLEN     BELLVILLE,13664.7,Nov-24,32,Home
GORDON'S BAY CENTRAL,13324.4,Nov-24,31,Home
MALMESBURY FARMS(1),1351.5,Nov-24,2,Domestic
KERRIA 59 PROTEA PARK,497.2,Nov-24,1,Domestic
68 JUNIPER CRES,177.9,Nov-24,1,Domestic
LAVENDER HILL,2772.2,Nov-24,9,Small Power 2
MAU-MAU,738.3,Nov-24,4,Lifeline1
HELDERZICHT,3893.7,Nov-24,9,Home
MANDELA PARK,1166.1,Nov-24,4,Domestic
GREENWAYS,1843.2,Nov-24,1,Small Power 1
TAMBOERSKLOOF,10682.7,Nov-24,9,Small Power 2
BERG STREET,1432.6,Nov-24,4,Domestic
PLUMSTEAD ,10497.8,Nov-24,16,Home
MEADOWRIDGE,3437.8,Nov-24,12,Domestic
GORDON'S BAY,5904.5,Nov-24,15,Lifeline2
WESTRIDGE - SOMERSEWEST,14765.2,Nov-24,23,Home
KUILSRIVIER INDUSTRIA,2266.8,Nov-24,12,Small Power 2
ALBERTO 22,118.3,Nov-24,1,Domestic
GORDON STRAND,1855.8,Nov-24,13,Lifeline1
KRAAIFONTEIN INDUSTRY,930.9,Nov-24,3,Lifeline2
HARMONY PARK,1960.6,Nov-24,8,Home
BELLVILLE SUID     BELLVILLE,1776.2,Nov-24,6,Domestic
BROADLANDS,2300.4,Nov-24,10,Lifeline1
GROSVENOR 75 AVONDALE,167.7,Nov-24,1,Domestic
KEMPENVILLE,2845.9,Nov-24,15,Lifeline2
60 GILOI CRES,137.7,Nov-24,1,Home
NORTHWAY STREET     PAROW,265,Nov-24,1,Domestic
SAN MICHEL,498,Nov-24,3,Lifeline2
NOTTINGHAM 50 SHERWOOD,238.7,Nov-24,1,Domestic
PAROW SOUTH,1062,Nov-24,4,Lifeline2
HYDE PARK,3066.4,Nov-24,10,Home
LA NGA,347.6,Nov-24,1,Domestic
LOUMAR,6059.5,Nov-24,25,Domestic
BELTHORN ESTATE,3129.7,Nov-24,13,Small Power 2
SILVERGLADE,1835.2,Nov-24,8,Domestic
VICTORIA STREET     VRIJZEE,2269.7,Nov-24,11,Home
KALK BAY,11465,Nov-24,8,Small Power 2
74 JUNIPER CRES,211,Nov-24,1,Domestic
MURDOCK VALLEY,14303.8,Nov-24,35,Home
MEADOWRIDGE,1806.3,Nov-24,8,Lifeline2
COLORADO PARK ,1820.4,Nov-24,5,Domestic
MITCHELLS PLAIN CENTRE,1215.3,Nov-24,8,Lifeline1
JACONA 35 ROBINVALE,575.6,Nov-24,1,Domestic
AVONDALE,2939.3,Nov-24,6,Home
GUGULETHU,1990.6,Nov-24,5,Domestic
PHOENIX,1093.1,Nov-24,2,Small Power 1
SHASTA 1,637,Nov-24,1,Domestic
ROCKLANDS ,1580.2,Nov-24,5,Domestic
FAIRFIELD,3427.3,Nov-24,23,Lifeline1
PHILLIPI WEST,1785.4,Nov-24,6,Lifeline1
ZEVENWACHT COUNTRYSTATE,10406.9,Nov-24,16,Home
ROYAL ASCOT,15421.9,Nov-24,32,Domestic
HIGHBURY PARK,1756.7,Nov-24,1,Small Power 1
CAFDA,1111.7,Nov-24,5,Domestic
TAXI SITE,807.9,Nov-24,4,Lifeline2
SONSTRAAL HEIGHTS,6870.3,Nov-24,37,Lifeline1
ATHLONE CENTRAL,232.6,Nov-24,2,Domestic
13TH AVE,714.4,Nov-24,2,Lifeline2
BELTHORN ESTATE,3229.4,Nov-24,12,Lifeline1
BEACON VALLEY,8144,Nov-24,5,Small Power 1
TABLE MOUNTAIN RESERVE,788.2,Nov-24,4,Lifeline1
AVONSTIL,3462.8,Nov-24,9,Home
RONDEVLEI PARK ,462.6,Nov-24,1,Home
8 PETUNIA ST,435.5,Nov-24,1,Domestic
TURF HALL ESTATE,1463.8,Nov-24,8,Lifeline1
LINCOLN ESTATE,641.1,Nov-24,2,Home
VYGIESKRAAL,1117.8,Nov-24,3,Domestic
GUGULETU ,1180.6,Nov-24,7,Domestic
FERNDALE,8606.8,Nov-24,1,Small Power 1
FORRIDON RD,330.5,Nov-24,1,Small Power 2
VYGIESKRAAL,767.5,Nov-24,5,Lifeline1
ZEELAND 86 EXT13 SAXONSEA,418.8,Nov-24,1,Domestic
KOMMETJIE,3024,Nov-24,23,Lifeline1
FALCON 6 ROBINVALE,389.8,Nov-24,1,Domestic
MOUNTAINVIEW,1414.8,Nov-24,1,Small Power 2
BEACON HILL,2202.1,Nov-24,13,Lifeline1
JOE SLOVO ,3139.8,Nov-24,5,Domestic
MONTE VISTA     GOODWOOD,2644.9,Nov-24,7,Domestic
43 FIRST AVENUE,2120.3,Nov-24,7,Home
PHILLIPI WEST,1420.8,Nov-24,4,Domestic
MANENBERG ,1568.2,Nov-24,4,Domestic
BONNIE BRAE,3236.1,Nov-24,18,Lifeline1
32 ZOLI MALINDI,303.9,Nov-24,1,Domestic
GOLIATH ESTATE,1519.9,Nov-24,4,Home
FALSE BAY COASTAL PRK,455.2,Nov-24,1,Domestic
PAROW ,1211.1,Nov-24,6,Lifeline1
PROTEA HOOGTE,3664.5,Nov-24,16,Lifeline1
WATERLOO 5 EXT13 SAXONSEA,321.5,Nov-24,1,Lifeline2
GUGULETU SOUTH,2039.7,Nov-24,16,Lifeline1
MANSFIELD INDUSTRIA,4147.7,Nov-24,15,Small Power 2
HOOP 52 SAXONSEA,250.8,Nov-24,1,Domestic
BLOEMHOF STREET,2245.1,Nov-24,13,Lifeline1
ERIC HEWU,965.4,Nov-24,3,Lifeline2
CONISTON PARK,1398.2,Nov-24,2,Small Power 2
EMAZIZINI RD,1333.8,Nov-24,8,Lifeline2
ISLAND 11 AVONDALE,59.1,Nov-24,1,Domestic
VREDEHOEK,3809.8,Nov-24,18,Lifeline1
MAGNET 105 SAXONSEA,121.8,Nov-24,1,Domestic
OAKDALE,4175.7,Nov-24,13,Lifeline2
NYANGA ,1201.1,Nov-24,9,Lifeline1
BRACKENFELL,4697.2,Nov-24,15,Lifeline2
ERF 6690     GOODWOOD,154.5,Nov-24,1,Home
PAROW GOLF ESTATE,3402.8,Nov-24,14,Domestic
MONTANA/DURRHEIM,1864.6,Nov-24,9,Lifeline1
SEAWINDS,1016,Nov-24,1,Small Power 2
SHAREDON PARK,1603.6,Nov-24,5,Domestic
BELHAR EXT 18,1762.4,Nov-24,9,Lifeline1
ORANJEZICHT,14505.2,Nov-24,12,Small Power 2
LYSTER 27 ROBINVALE,344.8,Nov-24,1,Domestic
BELTHORN ESTATE,6541.9,Nov-24,1,Small Power 1
KIRSTENHOF,8913.3,Nov-24,13,Small Power 2
BISKOP MARX STREET 2,405.1,Nov-24,1,Lifeline2
LAKESIDE,5153.5,Nov-24,26,Lifeline1
IMIZAMO-YETHU,1767.5,Nov-24,4,Domestic
TOKAI,34260.3,Nov-24,7,Small Power 1
SHELLY 7 AVONDALE,139.2,Nov-24,1,Lifeline2
ERF 50821,669.1,Nov-24,1,Domestic
GOEDEMOED,3744.4,Nov-24,19,Lifeline2
HORGENS VILLAGE,165.3,Nov-24,1,Lifeline2
WINDSOR PARK ESTATE,10997.6,Nov-24,3,Small Power 1
HOOP 29A EXT13 SAXONSEA,653.3,Nov-24,1,Domestic
GUGULETU SOUTH,792.7,Nov-24,3,Domestic
WESTLAKE ESTATE,2065.3,Nov-24,13,Lifeline1
VREDENBERG,622.1,Nov-24,3,Domestic
FRESNAYE,16562.1,Nov-24,27,Domestic
GEORGEPARK,13646,Nov-24,3,Small Power 2
BELLVILLE SOUTH EXT.5,1922.5,Nov-24,7,Lifeline2
RONDEVLEI PARK ,1102.5,Nov-24,3,Domestic
MARINDA HEIGHTS,4795.8,Nov-24,10,Home
LAS VEGAS,2391,Nov-24,7,Domestic
BOUNA 21 SHERWOOD,159.3,Nov-24,1,Domestic
MONTAGU.S GIFT,7519.3,Nov-24,16,Home
VREDEHOEK,6692.5,Nov-24,22,Small Power 2
PEERLESS PARK WEST,2602.4,Nov-24,14,Lifeline1
DURBELL,22108.5,Nov-24,32,Home
59602,292,Nov-24,1,Domestic
MAYNARD RD,715.3,Nov-24,1,Small Power 2
CURLEW 36 ROBINVALE,285.8,Nov-24,1,Domestic
SANTA CRUZ 65,72.9,Nov-24,1,Home
MULLER RD,514.7,Nov-24,2,Home
MOSSIE 66 ROBINVALE,85.7,Nov-24,1,Domestic
ROBINVALE,2105.9,Nov-24,5,Small Power 2
NOORDHOEK,3925.7,Nov-24,20,Lifeline1
DWESA 15 SHERWOOD,358.6,Nov-24,1,Domestic
KLEIN ZEVENWACHT,25080.2,Nov-24,22,Home
MVULA ST,430.6,Nov-24,3,Domestic
COSTA DA GAMA/CAPRICORN/VRYGROND,2234.9,Nov-24,12,Lifeline1
OAKGLEN,3349.8,Nov-24,7,Small Power 2
FIGILANTE 71 SAXONSEA,480.1,Nov-24,1,Domestic
ORANJEZICHT,3370.9,Nov-24,9,Lifeline2
ZEELAND 33 EXT13 SAXONSEA,493.1,Nov-24,1,Lifeline2
239 SIXTH AVENUE,1643.1,Nov-24,6,Lifeline2
TYGERHOF,211.5,Nov-24,1,Lifeline2
EVERITE INDUSTRIA,15537.3,Nov-24,6,Small Power 1
VICTORIA PARK,3495.1,Nov-24,11,Domestic
MONTAGU.S GIFT,4013.7,Nov-24,9,Domestic
EDENPARK,8663,Nov-24,28,Domestic
DATURA 50 PROTEA PARK,324.7,Nov-24,1,Domestic
PENELOPE 20 AVONDALE,375.4,Nov-24,1,Lifeline2
GOEDEHOOP 17 SAXONSEA,460,Nov-24,1,Domestic
BOSBELL,2697.4,Nov-24,11,Domestic
WINSLOW,9882.6,Nov-24,2,Small Power 1
HATTON,15356.3,Nov-24,3,Small Power 1
MAGNET 43 SAXONSEA,223.7,Nov-24,1,Lifeline2
DIEP RIVER,5458.7,Nov-24,3,Small Power 1
PUNTS ESTATE,8023.1,Nov-24,17,Home
ATHLONE  ,6776.9,Nov-24,14,Home
NOVA CONSTANTIA,37999.4,Nov-24,33,Home
GULDENLAND,2787.7,Nov-24,16,Lifeline1
GLENCAIRN,5077.3,Nov-24,16,Lifeline2
BARLERIA 11 PROTEA PARK,481.7,Nov-24,1,Lifeline2
WESTFLEUR,247,Nov-24,1,Domestic
ROSENPARK,5172.2,Nov-24,15,Small Power 2
245 SIXTH AVENUE,1625.3,Nov-24,7,Lifeline1
EPPING FOREST,585.8,Nov-24,1,Domestic
ATLANTIS INDUSTRIAL,1770.8,Nov-24,7,Home
VREDEKLOOF HEIGHTS,12213,Nov-24,7,Small Power 2
ORANGE RD,315.7,Nov-24,1,Lifeline1
KEMPENVILLE,11375.7,Nov-24,6,Small Power 1
GOODWOOD CENTRAL,4136.1,Nov-24,12,Domestic
DIEPRIVIER,3876.7,Nov-24,20,Lifeline1
NOTTINGHAM 117 SHERWOOD,385.9,Nov-24,1,Domestic
SCHOTSCHEKLOOF,5822.3,Nov-24,15,Small Power 2
44 SHEIGH HASSAN,592.9,Nov-24,1,Domestic
MVULA ST,887.6,Nov-24,4,Lifeline2
FROGMORE ESTATE,1784.6,Nov-24,8,Lifeline2
DARTERS 20 ROBINVALE,693.9,Nov-24,1,Domestic
SOETWATER WEG,738.9,Nov-24,5,Lifeline1
LOST CITY,810.7,Nov-24,4,Lifeline1
LTA HOSTEL,1737.1,Nov-24,15,Lifeline1
BEACONVALE,8248.7,Nov-24,15,Home
SUNNYDALE,24111.8,Nov-24,12,Small Power 1
DANARAND,2858.3,Nov-24,6,Domestic
STELLENRIDGE ,192.1,Nov-24,2,Home
NOORDHOEK,25801,Nov-24,7,Small Power 1
MITCHELLS PLAIN CENTRE,2278.9,Nov-24,7,Home
MELKBOSSTRAND,16062.4,Nov-24,23,Home
KENT 132 SAXONSEA,257.2,Nov-24,1,Domestic
KARBONKEL RD,641.3,Nov-24,3,Lifeline2
ALBATROSS 32 ROBINVALE,237.8,Nov-24,1,Domestic
RIDGEWORTH,4322.2,Nov-24,19,Domestic
ROUXVILLE KR,6141.1,Nov-24,13,Home
LOST CITY,1259.1,Nov-24,5,Lifeline2
ALBERTO 33 AVONDALE,166.7,Nov-24,1,Domestic
ELSIES RIVER,685.1,Nov-24,2,Small Power 2
CHRIS HANI ST,827,Nov-24,1,Domestic
FISKAAL 33 ROBINVALE,287.7,Nov-24,1,Domestic
MELKBOSCH STRAND,6196.7,Nov-24,24,Domestic
BABBLERS 12 ROBINVALE,127.6,Nov-24,1,Lifeline2
MORNING STAR     DURBANVILLE,1112.2,Nov-24,2,Domestic
SUMMERVILLE,2165.7,Nov-24,5,Home
GREENLANDS     BELLVILLE SOUTH,1536.9,Nov-24,5,Lifeline2
LANG AVE 49,276.9,Nov-24,1,Lifeline2
WINDSOR PARK ESTATE,5675.2,Nov-24,15,Lifeline2
MORGENSTER,3914.1,Nov-24,2,Small Power 2
